Freq.	V(out)
3.46736850452528e+003	(-2.09165876857699e+000dB,3.38787242086764e+001°)
3.54813389233572e+003	(-4.31822890666815e+000dB,2.88537127214750e+001°)
3.63078054770097e+003	(-6.34529930320998e+000dB,2.52087939355782e+001°)
3.71535229097168e+003	(-8.20843940666214e+000dB,2.24480218547985e+001°)
3.80189396320557e+003	(-9.93815673661689e+000dB,2.02819439692232e+001°)
3.89045144994276e+003	(-1.15586132617689e+001dB,1.85330622837694e+001°)
3.98107170553493e+003	(-1.30886133159177e+001dB,1.70874604686590e+001°)
4.07380277804108e+003	(-1.45428296361960e+001dB,1.58690541408797e+001°)
4.16869383470331e+003	(-1.59328233111496e+001dB,1.48252464316218e+001°)
4.26579518801588e+003	(-1.72678144541209e+001dB,1.39185808195426e+001°)
4.36515832240161e+003	(-1.85552484640788e+001dB,1.31216873590723e+001°)
4.46683592150958e+003	(-1.98012103751224e+001dB,1.24141127193223e+001°)
4.57088189614870e+003	(-2.10107297483062e+001dB,1.17802684523918e+001°)
4.67735141287193e+003	(-2.21880072126948e+001dB,1.12080655296768e+001°)
4.78630092322633e+003	(-2.33365847111649e+001dB,1.06879828049163e+001°)
4.89778819368441e+003	(-2.44594749560651e+001dB,1.02124172853779e+001°)
5.01187233627267e+003	(-2.55592610184964e+001dB,9.77522187004134e+000°)
5.12861383991359e+003	(-2.66381738028624e+001dB,9.37137052640837e+000°)
5.24807460249767e+003	(-2.76981529602312e+001dB,8.99671181298397e+000°)
5.37031796370247e+003	(-2.87408952615885e+001dB,8.64778474595616e+000°)
5.49540873857618e+003	(-2.97678933743411e+001dB,8.32167938034294e+000°)
5.62341325190343e+003	(-3.07804672199439e+001dB,8.01592994048682e+000°)
5.75439937337150e+003	(-3.17797895411249e+001dB,7.72843196916094e+000°)
5.88843655355582e+003	(-3.27669069087264e+001dB,7.45737742396364e+000°)
6.02559586074351e+003	(-3.37427571062054e+001dB,7.20120334052116e+000°)
6.16595001861475e+003	(-3.47081836137421e+001dB,6.95855086178446e+000°)
6.30957344480186e+003	(-3.56639477524362e+001dB,6.72823226714239e+000°)
6.45654229034648e+003	(-3.66107389273035e+001dB,6.50920423274787e+000°)
6.60693448007588e+003	(-3.75491833151471e+001dB,6.30054598769186e+000°)
6.76082975391974e+003	(-3.84798512723225e+001dB,6.10144134810851e+000°)
6.91830970918928e+003	(-3.94032636824717e+001dB,5.91116384636282e+000°)
7.07945784384129e+003	(-4.03198974215005e+001dB,5.72906434818324e+000°)
7.24435960074981e+003	(-4.12301900834905e+001dB,5.55456068317891e+000°)
7.41310241300908e+003	(-4.21345440847100e+001dB,5.38712891503959e+000°)
7.58577575029174e+003	(-4.30333302417954e+001dB,5.22629595508303e+000°)
7.76247116628682e+003	(-4.39268909033028e+001dB,5.07163328260527e+000°)
7.94328234724272e+003	(-4.48155427002508e+001dB,4.92275158203305e+000°)
8.12830516164089e+003	(-4.56995789702928e+001dB,4.77929614335261e+000°)
8.31763771102661e+003	(-4.65792719012186e+001dB,4.64094290107036e+000°)
8.51138038202366e+003	(-4.74548744321790e+001dB,4.50739500978976e+000°)
8.70963589956070e+003	(-4.83266219450262e+001dB,4.37837987272529e+000°)
8.91250938133734e+003	(-4.91947337732060e+001dB,4.25364655410811e+000°)
9.12010839355898e+003	(-5.00594145515334e+001dB,4.13296351824561e+000°)
9.33254300796979e+003	(-5.09208554267612e+001dB,4.01611664758526e+000°)
9.54992586021424e+003	(-5.17792351459954e+001dB,3.90290749992048e+000°)
9.77237220955798e+003	(-5.26347210376104e+001dB,3.79315177130089e+000°)
9.99999999999987e+003	(-5.34874698972972e+001dB,3.68667793642619e+000°)
1.02329299228074e+004	(-5.43376287901720e+001dB,3.58332604268145e+000°)
1.04712854805089e+004	(-5.51853357784192e+001dB,3.48294663754808e+000°)
1.07151930523759e+004	(-5.60307205827158e+001dB,3.38539981212574e+000°)
1.09647819614317e+004	(-5.68739051846259e+001dB,3.29055434601381e+000°)
1.12201845430195e+004	(-5.77150043762567e+001dB,3.19828694089163e+000°)
1.14815362149687e+004	(-5.85541262626908e+001dB,3.10848153189834e+000°)
1.17489755493951e+004	(-5.93913727220436e+001dB,3.02102866742215e+000°)
1.20226443461740e+004	(-6.02268398274178e+001dB,2.93582494915159e+000°)
1.23026877081237e+004	(-6.10606182345302e+001dB,2.85277252532555e+000°)
1.25892541179415e+004	(-6.18927935383486e+001dB,2.77177863102770e+000°)
1.28824955169312e+004	(-6.27234466017050e+001dB,2.69275517015449e+000°)
1.31825673855639e+004	(-6.35526538585181e+001dB,2.61561833434816e+000°)
1.34896288259164e+004	(-6.43804875939723e+001dB,2.54028825476588e+000°)
1.38038426460287e+004	(-6.52070162037486e+001dB,2.46668868304303e+000°)
1.41253754462274e+004	(-6.60323044341796e+001dB,2.39474669824169e+000°)
1.44543977074591e+004	(-6.68564136050092e+001dB,2.32439243693531e+000°)
1.47910838816819e+004	(-6.76794018162608e+001dB,2.25555884390265e+000°)
1.51356124843619e+004	(-6.85013241405714e+001dB,2.18818144118020e+000°)
1.54881661891246e+004	(-6.93222328022105e+001dB,2.12219811345811e+000°)
1.58489319246109e+004	(-7.01421773438839e+001dB,2.05754890801959e+000°)
1.62181009735891e+004	(-7.09612047823196e+001dB,1.99417584759408e+000°)
1.65958690743754e+004	(-7.17793597535339e+001dB,1.93202275466498e+000°)
1.69824365246172e+004	(-7.25966846485953e+001dB,1.87103508589909e+000°)
1.73780082874935e+004	(-7.34132197406266e+001dB,1.81115977548856e+000°)
1.77827941003890e+004	(-7.42290033037199e+001dB,1.75234508630415e+000°)
1.81970085860996e+004	(-7.50440717243763e+001dB,1.69454046783826e+000°)
1.86208713666284e+004	(-7.58584596060319e+001dB,1.63769642000662e+000°)
1.90546071796322e+004	(-7.66721998671785e+001dB,1.58176436193681e+000°)
1.94984459975802e+004	(-7.74853238335477e+001dB,1.52669650492931e+000°)
1.99526231496885e+004	(-7.82978613247841e+001dB,1.47244572883538e+000°)
2.04173794466950e+004	(-7.91098407360009e+001dB,1.41896546112500e+000°)
2.08929613085401e+004	(-7.99212891145757e+001dB,1.36620955796403e+000°)
2.13796208950220e+004	(-8.07322322325185e+001dB,1.31413218664371e+000°)
2.18776162394952e+004	(-8.15426946547127e+001dB,1.26268770872632e+000°)
2.23872113856831e+004	(-8.23526998033121e+001dB,1.21183056329693e+000°)
2.29086765276774e+004	(-8.31622700185489e+001dB,1.16151514971211e+000°)
2.34422881531989e+004	(-8.39714266161905e+001dB,1.11169570925762e+000°)
2.39883291901946e+004	(-8.47801899418664e+001dB,1.06232620511982e+000°)
2.45470891568500e+004	(-8.55885794224652e+001dB,1.01336020008404e+000°)
2.51188643150954e+004	(-8.63966136147908e+001dB,9.64750731362533e-001°)
2.57039578276883e+004	(-8.72043102516504e+001dB,9.16450181951660e-001°)
2.63026799189534e+004	(-8.80116862855347e+001dB,8.68410147902869e-001°)
2.69153480392688e+004	(-8.88187579300380e+001dB,8.20581300877831e-001°)
2.75422870333813e+004	(-8.96255406991565e+001dB,7.72913245339297e-001°)
2.81838293126441e+004	(-9.04320494445901e+001dB,7.25354369705650e-001°)
2.88403150312656e+004	(-9.12382983911671e+001dB,6.77851690770044e-001°)
2.95120922666634e+004	(-9.20443011704969e+001dB,6.30350690655918e-001°)
3.01995172040197e+004	(-9.28500708529536e+001dB,5.82795145544403e-001°)
3.09029543251354e+004	(-9.36556199780791e+001dB,5.35126945371371e-001°)
3.16227766016833e+004	(-9.44609605834916e+001dB,4.87285903649262e-001°)
3.23593656929623e+004	(-9.52661042323741e+001dB,4.39209556520280e-001°)
3.31131121482586e+004	(-9.60710620396128e+001dB,3.90832950097708e-001°)
3.38844156139197e+004	(-9.68758446966468e+001dB,3.42088415091761e-001°)
3.46736850452526e+004	(-9.76804624950834e+001dB,2.92905327658098e-001°)
3.54813389233570e+004	(-9.84849253491277e+001dB,2.43209855337470e-001°)
3.63078054770096e+004	(-9.92892428168641e+001dB,1.92924686882066e-001°)
3.71535229097167e+004	(-1.00093424120426e+002dB,1.41968744684568e-001°)
3.80189396320555e+004	(-1.00897478165074e+002dB,9.02568784425124e-002°)
3.89045144994275e+004	(-1.01701413557203e+002dB,3.76995385927183e-002°)
3.98107170553491e+004	(-1.02505238621285e+002dB,-1.57975720431243e-002°)
4.07380277804107e+004	(-1.03308961415744e+002dB,-7.03338700734602e-002°)
4.16869383470329e+004	(-1.04112589747749e+002dB,-1.26014288597237e-001°)
4.26579518801586e+004	(-1.04916131186913e+002dB,-1.82949701420158e-001°)
4.36515832240159e+004	(-1.05719593077840e+002dB,-2.41257376472150e-001°)
4.46683592150956e+004	(-1.06522982551497e+002dB,-3.01061460614265e-001°)
4.57088189614868e+004	(-1.07326306535317e+002dB,-3.62493498176268e-001°)
4.67735141287191e+004	(-1.08129571761976e+002dB,-4.25692985736815e-001°)
4.78630092322631e+004	(-1.08932784776716e+002dB,-4.90807965828292e-001°)
4.89778819368439e+004	(-1.09735951943106e+002dB,-5.57995662442853e-001°)
5.01187233627264e+004	(-1.10539079447082e+002dB,-6.27423161416148e-001°)
5.12861383991357e+004	(-1.11342173299076e+002dB,-6.99268138981097e-001°)
5.24807460249764e+004	(-1.12145239334040e+002dB,-7.73719642013267e-001°)
5.37031796370244e+004	(-1.12948283209089e+002dB,-8.50978923732012e-001°)
5.49540873857616e+004	(-1.13751310398481e+002dB,-9.31260338881064e-001°)
5.62341325190340e+004	(-1.14554326185576e+002dB,-1.01479230268178e+000°)
5.75439937337148e+004	(-1.15357335651385e+002dB,-1.10181831814113e+000°)
5.88843655355580e+004	(-1.16160343659216e+002dB,-1.19259807659339e+000°)
6.02559586074348e+004	(-1.16963354834889e+002dB,-1.28740863667022e+000°)
6.16595001861472e+004	(-1.17766373541876e+002dB,-1.38654568721485e+000°)
6.30957344480183e+004	(-1.18569403850638e+002dB,-1.49032489998877e+000°)
6.45654229034645e+004	(-1.19372449501308e+002dB,-1.59908337835904e+000°)
6.60693448007586e+004	(-1.20175513858735e+002dB,-1.71318120849046e+000°)
6.76082975391971e+004	(-1.20978599858773e+002dB,-1.83300311990430e+000°)
6.91830970918925e+004	(-1.21781709944493e+002dB,-1.95896026258424e+000°)
7.07945784384127e+004	(-1.22584845990831e+002dB,-2.09149210811278e+000°)
7.24435960074979e+004	(-1.23388009215926e+002dB,-2.23106848258149e+000°)
7.41310241300906e+004	(-1.24191200077174e+002dB,-2.37819173923516e+000°)
7.58577575029172e+004	(-1.24994418149693e+002dB,-2.53339907894268e+000°)
7.76247116628679e+004	(-1.25797661984571e+002dB,-2.69726502662959e+000°)
7.94328234724269e+004	(-1.26600928943890e+002dB,-2.87040407171059e+000°)
8.12830516164086e+004	(-1.27404215009035e+002dB,-3.05347348028473e+000°)
8.31763771102658e+004	(-1.28207514558339e+002dB,-3.24717628635863e+000°)
8.51138038202363e+004	(-1.29010820109504e+002dB,-3.45226446856025e+000°)
8.70963589956067e+004	(-1.29814122021609e+002dB,-3.66954231763584e+000°)
8.91250938133731e+004	(-1.30617408150765e+002dB,-3.89986999836547e+000°)
9.12010839355895e+004	(-1.31420663452654e+002dB,-4.14416730727736e+000°)
9.33254300796976e+004	(-1.32223869524268e+002dB,-4.40341762452926e+000°)
9.54992586021420e+004	(-1.33027004076114e+002dB,-4.67867205437046e+000°)
9.77237220955795e+004	(-1.33830040325009e+002dB,-4.97105374347310e+000°)
9.99999999999984e+004	(-1.34632946296329e+002dB,-5.28176235985343e+000°)
1.02329299228074e+005	(-1.35435684023196e+002dB,-5.61207870676112e+000°)
1.04712854805088e+005	(-1.36238208628608e+002dB,-5.96336943540137e+000°)
1.07151930523759e+005	(-1.37040467274954e+002dB,-6.33709180720584e+000°)
1.09647819614317e+005	(-1.37842397963716e+002dB,-6.73479844003105e+000°)
1.12201845430195e+005	(-1.38643928166572e+002dB,-7.15814195250572e+000°)
1.14815362149686e+005	(-1.39444973267474e+002dB,-7.60887939604064e+000°)
1.17489755493951e+005	(-1.40245434793950e+002dB,-8.08887633393996e+000°)
1.20226443461739e+005	(-1.41045198414714e+002dB,-8.60011039074348e+000°)
1.23026877081236e+005	(-1.41844131680125e+002dB,-9.14467405142533e+000°)
1.25892541179415e+005	(-1.42642081482182e+002dB,-9.72477643848932e+000°)
1.28824955169311e+005	(-1.43438871212038e+002dB,-1.03427437344807e+001°)
1.31825673855639e+005	(-1.44234297595851e+002dB,-1.10010178473987e+001°)
1.34896288259163e+005	(-1.45028127194760e+002dB,-1.17021528367446e+001°)
1.38038426460286e+005	(-1.45820092562524e+002dB,-1.24488085289862e+001°)
1.41253754462273e+005	(-1.46609888065783e+002dB,-1.32437406546341e+001°)
1.44543977074590e+005	(-1.47397165387959e+002dB,-1.40897867380065e+001°)
1.47910838816818e+005	(-1.48181528759553e+002dB,-1.49898468704097e+001°)
1.51356124843618e+005	(-1.48962529986221e+002dB,-1.59468584060552e+001°)
1.54881661891246e+005	(-1.49739663382645e+002dB,-1.69637635495513e+001°)
1.58489319246109e+005	(-1.50512360765671e+002dB,-1.80434687707528e+001°)
1.62181009735890e+005	(-1.51279986714923e+002dB,-1.91887950090246e+001°)
1.65958690743753e+005	(-1.52041834372706e+002dB,-2.04024177419766e+001°)
1.69824365246172e+005	(-1.52797122125621e+002dB,-2.16867962260758e+001°)
1.73780082874935e+005	(-1.53544991584310e+002dB,-2.30440916040899e+001°)
1.77827941003889e+005	(-1.54284507348919e+002dB,-2.44760741526015e+001°)
1.81970085860995e+005	(-1.55014659106916e+002dB,-2.59840207406942e+001°)
1.86208713666284e+005	(-1.55734366644215e+002dB,-2.75686046013984e+001°)
1.90546071796322e+005	(-1.56442488344609e+002dB,-2.92297807658088e+001°)
1.94984459975801e+005	(-1.57137833688600e+002dB,-3.09666719197295e+001°)
1.99526231496885e+005	(-1.57819180124082e+002dB,-3.27774609039769e+001°)
2.04173794466949e+005	(-1.58485294454866e+002dB,-3.46592974202426e+001°)
2.08929613085400e+005	(-1.59134958575213e+002dB,-3.66082274949039e+001°)
2.13796208950220e+005	(-1.59766998979764e+002dB,-3.86191546259116e+001°)
2.18776162394952e+005	(-1.60380319027728e+002dB,-4.06858410286248e+001°)
2.23872113856830e+005	(-1.60973932487244e+002dB,-4.28009558041187e+001°)
2.29086765276773e+005	(-1.61546996496408e+002dB,-4.49561741097331e+001°)
2.34422881531988e+005	(-1.62098841825232e+002dB,-4.71423276423701e+001°)
2.39883291901945e+005	(-1.62628998274239e+002dB,-4.93496023000924e+001°)
2.45470891568499e+005	(-1.63137213243062e+002dB,-5.15677743180256e+001°)
2.51188643150954e+005	(-1.63623461949881e+002dB,-5.37864721488965e+001°)
2.57039578276882e+005	(-1.64087948437291e+002dB,-5.59954485297782e+001°)
2.63026799189534e+005	(-1.64531097277907e+002dB,-5.81848460332369e+001°)
2.69153480392687e+005	(-1.64953536683181e+002dB,-6.03454401468364e+001°)
2.75422870333812e+005	(-1.65356074408246e+002dB,-6.24688464266687e+001°)
2.81838293126440e+005	(-1.65739668342565e+002dB,-6.45476820924560e+001°)
2.88403150312656e+005	(-1.66105393928428e+002dB,-6.65756769436957e+001°)
2.95120922666633e+005	(-1.66454410551037e+002dB,-6.85477330007990e+001°)
3.01995172040196e+005	(-1.66787928830070e+002dB,-7.04599362268982e+001°)
3.09029543251354e+005	(-1.67107180376307e+002dB,-7.23095266680779e+001°)
3.16227766016832e+005	(-1.67413391131351e+002dB,-7.40948351893604e+001°)
3.23593656929623e+005	(-1.67707758952473e+002dB,-7.58151957120374e+001°)
3.31131121482585e+005	(-1.67991435691386e+002dB,-7.74708416534287e+001°)
3.38844156139197e+005	(-1.68265513678849e+002dB,-7.90627943891729e+001°)
3.46736850452526e+005	(-1.68531016280592e+002dB,-8.05927502715899e+001°)
3.54813389233569e+005	(-1.68788892033093e+002dB,-8.20629712857251e+001°)
3.63078054770095e+005	(-1.69040011788764e+002dB,-8.34761829923419e+001°)
3.71535229097166e+005	(-1.69285168282730e+002dB,-8.48354821174581e+001°)
3.80189396320555e+005	(-1.69525077559939e+002dB,-8.61442550677850e+001°)
3.89045144994274e+005	(-1.69760381755572e+002dB,-8.74061078030231e+001°)
3.98107170553490e+005	(-1.69991652790472e+002dB,-8.86248068711364e+001°)
4.07380277804106e+005	(-1.70219396616413e+002dB,-8.98042309849753e+001°)
4.16869383470328e+005	(-1.70444057716832e+002dB,-9.09483322530989e+001°)
4.26579518801585e+005	(-1.70666023632808e+002dB,-9.20611060379459e+001°)
4.36515832240158e+005	(-1.70885629339580e+002dB,-9.31465683669148e+001°)
4.46683592150955e+005	(-1.71103161344974e+002dB,-9.42087398374975e+001°)
4.57088189614867e+005	(-1.71318861418076e+002dB,-9.52516350129909e+001°)
4.67735141287190e+005	(-1.71532929885091e+002dB,-9.62792563824107e+001°)
4.78630092322630e+005	(-1.71745528450770e+002dB,-9.72955920436969e+001°)
4.89778819368438e+005	(-1.71956782519137e+002dB,-9.83046163535872e+001°)
5.01187233627263e+005	(-1.72166782997721e+002dB,-9.93102928641143e+001°)
5.12861383991356e+005	(-1.72375587576212e+002dB,-1.00316578930221e+002°)
5.24807460249763e+005	(-1.72583221474283e+002dB,-1.01327431422722e+002°)
5.37031796370243e+005	(-1.72789677655242e+002dB,-1.02346813014070e+002°)
5.49540873857615e+005	(-1.72994916502917e+002dB,-1.03378698520128e+002°)
5.62341325190339e+005	(-1.73198864959544e+002dB,-1.04427080778836e+002°)
5.75439937337147e+005	(-1.73401415123067e+002dB,-1.05495975526101e+002°)
5.88843655355579e+005	(-1.73602422304101e+002dB,-1.06589424690614e+002°)
6.02559586074347e+005	(-1.73801702546471e+002dB,-1.07711497473135e+002°)
6.16595001861471e+005	(-1.73999029621851e+002dB,-1.08866288503501e+002°)
6.30957344480182e+005	(-1.74194131519459e+002dB,-1.10057912282445e+002°)
6.45654229034644e+005	(-1.74386686467368e+002dB,-1.11290493019486e+002°)
6.60693448007584e+005	(-1.74576318543886e+002dB,-1.12568148878821e+002°)
6.76082975391970e+005	(-1.74762592967156e+002dB,-1.13894969551997e+002°)
6.91830970918924e+005	(-1.74945011189860e+002dB,-1.15274986002858e+002°)
7.07945784384125e+005	(-1.75123005974725e+002dB,-1.16712131195811e+002°)
7.24435960074977e+005	(-1.75295936686067e+002dB,-1.18210190647831e+002°)
7.41310241300904e+005	(-1.75463085102266e+002dB,-1.19772741769364e+002°)
7.58577575029170e+005	(-1.75623652132072e+002dB,-1.21403081216898e+002°)
7.76247116628678e+005	(-1.75776755899673e+002dB,-1.23104139911915e+002°)
7.94328234724267e+005	(-1.75921431742533e+002dB,-1.24878386028357e+002°)
8.12830516164085e+005	(-1.76056634731408e+002dB,-1.26727717147198e+002°)
8.31763771102656e+005	(-1.76181245359149e+002dB,-1.28653343936989e+002°)
8.51138038202361e+005	(-1.76294079035827e+002dB,-1.30655669125759e+002°)
8.70963589956065e+005	(-1.76393899952094e+002dB,-1.32734167115589e+002°)
8.91250938133729e+005	(-1.76479439711176e+002dB,-1.34887271226152e+002°)
9.12010839355893e+005	(-1.76549420868016e+002dB,-1.37112277035187e+002°)
9.33254300796974e+005	(-1.76602585148701e+002dB,-1.39405271342953e+002°)
9.54992586021419e+005	(-1.76637725668348e+002dB,-1.41761096614355e+002°)
9.77237220955793e+005	(-1.76653721957062e+002dB,-1.44173360046355e+002°)
1.00000000000000e+006	(-1.76649576100951e+002dB,-1.46634494452227e+002°)
