Record Length,1.024000e+03,,          0.00000,   4.63090,
Sample Interval,2.466067e-01,,          0.24661,   1.43090,
Trigger Point,-0.000000000000e+00,,          0.49321, -60.96910,
,,,          0.73982, -60.96910,
,,,          0.98643, -60.96910,
,,,          1.23303, -60.96910,
Source,FFT,,          1.47964, -60.96910,
Vertical Units,dB,,          1.72625, -59.76910,
Vertical Scale,1.000000e+01,,          1.97285, -60.96910,
Vertical Offset,0.000000e+00,,          2.21946, -60.96910,
Horizontal Units,Hz,,          2.46607, -60.96910,
Horizontal Scale,2.525253e+01,,          2.71267, -56.96910,
Pt Fmt,Y,,          2.95928, -60.96910,
Yzero,-2.096910e+01,,          3.20589, -60.96910,
Probe Atten,1.000000e+00,,          3.45249, -60.96910,
Model Number,TBS1052B-EDU,,          3.69910, -59.76910,
Serial Number,C015250,,          3.94571, -60.96910,
Firmware Version,FV:v4.0,,          4.19231, -60.96910,
,,,4.43892, -60.96910,
,,,4.68553, -60.96910,
,,,4.93214, -60.96910,
,,,5.17875, -60.96910,
,,,5.42536, -60.96910,
,,,5.67197, -60.96910,
,,,5.91858, -59.76910,
,,,6.16519, -60.96910,
,,,6.41180, -60.96910,
,,,6.65841, -60.96910,
,,,6.90502, -59.76910,
,,,7.15163, -60.96910,
,,,7.39824, -60.96910,
,,,7.64485, -60.96910,
,,,7.89146, -60.96910,
,,,8.13807, -60.96910,
,,,8.38468, -60.96910,
,,,8.63129, -59.76910,
,,,8.87790, -60.96910,
,,,9.12451, -60.96910,
,,,9.37112, -60.96910,
,,,9.61773, -60.96910,
,,,9.86434, -60.96910,
,,,10.11095, -60.96910,
,,,10.35756, -60.96910,
,,,10.60417, -60.96910,
,,,10.85078, -60.96910,
,,,11.09739, -59.76910,
,,,11.34400, -60.96910,
,,,11.59061, -60.96910,
,,,11.83722, -60.96910,
,,,12.08383, -60.96910,
,,,12.33044, -60.96910,
,,,12.57705, -60.96910,
,,,12.82366, -60.96910,
,,,13.07027, -60.96910,
,,,13.31688, -60.96910,
,,,13.56349, -60.96910,
,,,13.81010, -60.96910,
,,,14.05671, -60.96910,
,,,14.30332, -60.96910,
,,,14.54993, -60.96910,
,,,14.79654, -60.96910,
,,,15.04315, -60.96910,
,,,15.28976, -60.96910,
,,,15.53637, -60.96910,
,,,15.78298, -59.76910,
,,,16.02959, -60.96910,
,,,16.27620, -60.96910,
,,,16.52281, -60.96910,
,,,16.76942, -60.96910,
,,,17.01603, -60.96910,
,,,17.26264, -60.96910,
,,,17.50925, -60.96910,
,,,17.75586, -60.96910,
,,,18.00247, -60.96910,
,,,18.24908, -60.96910,
,,,18.49569, -60.96910,
,,,18.74230, -55.76910,
,,,18.98891, -59.76910,
,,,19.23552, -59.76910,
,,,19.48213, -60.96910,
,,,19.72874, -59.76910,
,,,19.97535, -60.96910,
,,,20.22196, -60.96910,
,,,20.46857, -60.96910,
,,,20.71518, -60.96910,
,,,20.96179, -60.96910,
,,,21.20840, -60.96910,
,,,21.45501, -59.76910,
,,,21.70162, -60.96910,
,,,21.94823, -60.96910,
,,,22.19484, -60.96910,
,,,22.44145, -60.96910,
,,,22.68806, -60.96910,
,,,22.93467, -60.96910,
,,,23.18128, -60.96910,
,,,23.42789, -59.76910,
,,,23.67450, -60.96910,
,,,23.92111, -60.96910,
,,,24.16772, -60.96910,
,,,24.41433, -60.96910,
,,,24.66094, -59.76910,
,,,24.90755, -60.96910,
,,,25.15416, -60.96910,
,,,25.40077, -60.96910,
,,,25.64738, -60.96910,
,,,25.89399, -60.96910,
,,,26.14060, -60.96910,
,,,26.38721, -60.96910,
,,,26.63382, -60.96910,
,,,26.88043, -60.96910,
,,,27.12704, -60.96910,
,,,27.37365, -60.96910,
,,,27.62026, -60.96910,
,,,27.86687, -60.96910,
,,,28.11348, -60.96910,
,,,28.36009, -60.96910,
,,,28.60670, -60.96910,
,,,28.85331, -60.96910,
,,,29.09992, -59.76910,
,,,29.34653, -59.76910,
,,,29.59314, -60.96910,
,,,29.83975, -60.96910,
,,,30.08636, -59.76910,
,,,30.33297, -60.96910,
,,,30.57958, -60.96910,
,,,30.82619, -60.96910,
,,,31.07280, -60.96910,
,,,31.31941, -60.96910,
,,,31.56602, -60.96910,
,,,31.81263, -59.76910,
,,,32.05924, -55.76910,
,,,32.30585, -57.76910,
,,,32.55246, -60.96910,
,,,32.79907, -59.76910,
,,,33.04568, -60.96910,
,,,33.29229, -59.76910,
,,,33.53890, -60.96910,
,,,33.78551, -60.96910,
,,,34.03212, -60.96910,
,,,34.27873, -60.96910,
,,,34.52534, -60.96910,
,,,34.77195, -59.76910,
,,,35.01856, -60.96910,
,,,35.26517, -60.96910,
,,,35.51178, -60.96910,
,,,35.75839, -60.96910,
,,,36.00500, -60.96910,
,,,36.25161, -60.96910,
,,,36.49822, -60.96910,
,,,36.74483, -60.96910,
,,,36.99144, -60.96910,
,,,37.23805, -59.76910,
,,,37.48466, -56.96910,
,,,37.73127, -60.96910,
,,,37.97788, -60.96910,
,,,38.22449, -60.96910,
,,,38.47110, -57.36910,
,,,38.71771, -57.36910,
,,,38.96432, -60.96910,
,,,39.21093, -60.96910,
,,,39.45754, -59.76910,
,,,39.70415, -60.96910,
,,,39.95076, -60.96910,
,,,40.19737, -60.96910,
,,,40.44398, -60.96910,
,,,40.69059, -60.96910,
,,,40.93720, -60.96910,
,,,41.18381, -60.96910,
,,,41.43042, -60.96910,
,,,41.67703, -60.96910,
,,,41.92364, -60.96910,
,,,42.17025, -60.96910,
,,,42.41686, -60.96910,
,,,42.66347, -60.96910,
,,,42.91008, -59.76910,
,,,43.15669, -60.96910,
,,,43.40330, -60.96910,
,,,43.64991, -59.76910,
,,,43.89652, -60.96910,
,,,44.14313, -60.96910,
,,,44.38974, -60.96910,
,,,44.63635, -55.76910,
,,,44.88296, -59.76910,
,,,45.12957, -60.96910,
,,,45.37618, -59.76910,
,,,45.62279, -60.96910,
,,,45.86940, -60.96910,
,,,46.11601, -57.76910,
,,,46.36262, -59.76910,
,,,46.60923, -60.96910,
,,,46.85584, -60.96910,
,,,47.10245, -59.76910,
,,,47.34906, -60.96910,
,,,47.59567, -60.96910,
,,,47.84228, -60.96910,
,,,48.08889, -60.96910,
,,,48.33550, -60.96910,
,,,48.58211, -60.96910,
,,,48.82872, -60.96910,
,,,49.07533, -60.96910,
,,,49.32194, -59.76910,
,,,49.56855, -60.96910,
,,,49.81516, -60.96910,
,,,50.06177, -60.96910,
,,,50.30838, -60.96910,
,,,50.55499, -60.96910,
,,,50.80160, -60.96910,
,,,51.04821, -59.76910,
,,,51.29482, -56.96910,
,,,51.54143, -59.76910,
,,,51.78804, -60.96910,
,,,52.03465, -59.76910,
,,,52.28126, -60.96910,
,,,52.52787, -60.96910,
,,,52.77448, -60.96910,
,,,53.02109, -60.96910,
,,,53.26770, -60.96910,
,,,53.51431, -60.96910,
,,,53.76092, -60.96910,
,,,54.00753, -56.96910,
,,,54.25414, -60.96910,
,,,54.50075, -60.96910,
,,,54.74736, -59.76910,
,,,54.99397, -59.76910,
,,,55.24058, -60.96910,
,,,55.48719, -60.96910,
,,,55.73380, -60.96910,
,,,55.98041, -60.96910,
,,,56.22702, -59.76910,
,,,56.47363, -59.76910,
,,,56.72024, -60.96910,
,,,56.96685, -60.96910,
,,,57.21346, -60.96910,
,,,57.46007, -60.96910,
,,,57.70668, -60.96910,
,,,57.95329, -60.96910,
,,,58.19990, -60.96910,
,,,58.44651, -60.96910,
,,,58.69312, -59.76910,
,,,58.93973, -60.96910,
,,,59.18634, -60.96910,
,,,59.43295, -60.96910,
,,,59.67956, -60.96910,
,,,59.92617, -60.96910,
,,,60.17278, -60.96910,
,,,60.41939, -60.96910,
,,,60.66600, -56.96910,
,,,60.91261, -60.96910,
,,,61.15922, -60.96910,
,,,61.40583, -60.96910,
,,,61.65244, -57.36910,
,,,61.89905, -60.96910,
,,,62.14566, -60.96910,
,,,62.39227, -59.76910,
